time_s,v_m_s,omega_rad_s,clearance_m
5.610000000000000142e+01,-3.264061867789083173e-05,8.655760470795831329e-05,1.308144087737338923e+00
5.620000000000000284e+01,2.383477394355803386e-05,7.351197079918415922e-06,1.308146351647181183e+00
5.630000000000000426e+01,1.999989750455801428e-05,-3.233061668312612463e-05,1.308148251306971099e+00
5.640000000000000568e+01,-2.905320198402739848e-05,2.551867548046451301e-05,1.308145491730010379e+00
5.650000000000000000e+01,4.951790260268248978e-06,2.712805089491801547e-06,1.308145962068307577e+00
5.660000000000000142e+01,2.767797358159342254e-05,-1.594172656238946467e-05,1.308148591018803542e+00
5.670000000000000284e+01,-9.117738025555491982e-06,-3.730803431920611674e-05,1.308147724983717231e+00
5.680000000000000426e+01,1.695562525152994292e-05,-3.641476133826176964e-05,1.308149335491151088e+00
5.690000000000000568e+01,-4.362890392916782788e-05,2.571942615483581440e-05,1.308145191453409684e+00
5.700000000000000000e+01,1.433119989251792521e-05,2.750557018831815276e-05,1.308146552683483010e+00
5.710000000000000142e+01,1.321806177716276613e-05,1.211695593344302990e-05,1.308147808182603677e+00
5.720000000000000284e+01,-1.297029185795008609e-05,-1.686721785896464626e-05,1.308146576218053081e+00
5.730000000000000426e+01,1.222959604318864940e-05,2.634519460797176554e-05,1.308147737829316926e+00
5.740000000000000568e+01,-1.240102543355347565e-05,3.791651271643336346e-05,1.308146559936092190e+00
5.750000000000000000e+01,2.378160475752645435e-05,-8.664031787260217943e-05,1.308148818794244717e+00
5.760000000000000142e+01,-3.687000088848334245e-05,2.519887884438760245e-05,1.308145316745655817e+00
5.770000000000000284e+01,1.430697678387465865e-05,-1.740252519552218380e-05,1.308146675673798498e+00
5.780000000000000426e+01,-2.160849716560599328e-05,5.166932954040782955e-05,1.308144623219855474e+00
5.790000000000000568e+01,3.291875082008714586e-05,-1.557536775549477059e-06,1.308147749957797590e+00
5.800000000000000000e+01,-1.691101402165329226e-05,-1.488608018215126227e-05,1.308146143690430252e+00
5.810000000000000142e+01,2.460992304776764977e-05,9.801924406274871437e-06,1.308148481228371018e+00
5.820000000000000284e+01,-2.595819148877923088e-05,-3.804069467475135191e-05,1.308146015627911884e+00
5.830000000000000426e+01,-8.182218605072219542e-06,-4.320333548807862856e-06,1.308145238451099424e+00
5.840000000000000568e+01,9.135457463784477442e-06,-7.041234342737220930e-06,1.308146106170123835e+00
5.850000000000000000e+01,1.846491897689169978e-05,-6.148801240187309891e-05,1.308147860035981269e+00
5.860000000000000142e+01,-2.686034919404008126e-05,2.736527717112254010e-05,1.308145308736230472e+00
5.870000000000000284e+01,-7.268861014423765726e-07,3.883272490366740382e-05,1.308145239693849327e+00
5.880000000000000426e+01,1.236364174118714451e-05,1.194240483568670408e-05,1.308146414037679506e+00
5.890000000000000568e+01,8.954819023840538197e-06,5.077801839075465201e-05,1.308147264598820136e+00
5.900000000000000000e+01,1.183524942923548304e-05,-1.629666609508691882e-05,1.308148388751884106e+00
5.910000000000000142e+01,-1.003891237529291186e-05,-1.476295883621938504e-05,1.308147435220629262e+00
5.920000000000000284e+01,-5.172583062296046488e-06,-2.502566329684943747e-05,1.308146943910262205e+00
5.930000000000000426e+01,-1.246639084120275756e-05,-3.849645243420626167e-05,1.308145759807154418e+00
5.940000000000000568e+01,1.151444669643007443e-05,2.527181732569962896e-05,1.308146853492530237e+00
5.950000000000000000e+01,2.251018879521849911e-06,-1.179863115903685700e-05,1.308147067302588118e+00
5.960000000000000142e+01,-1.328721443990990396e-05,3.940323960051859975e-05,1.308145805233623671e+00
5.970000000000000284e+01,-1.245956416927448615e-05,2.773038634696668725e-05,1.308144621779609773e+00
5.980000000000000426e+01,5.535868437620732399e-06,-6.525749269883918124e-05,1.308145147595719537e+00
5.990000000000000568e+01,4.912534344114673907e-06,-6.298700257903813715e-07,1.308145614206403184e+00
6.000000000000000000e+01,2.284551901463559298e-05,-2.536630828272202348e-05,1.308147784158586457e+00
6.010000000000000142e+01,-1.653442315688313791e-05,-4.824647929729461437e-06,1.308146213656359746e+00
6.020000000000000284e+01,-8.752631023181949715e-06,-2.248626866248413375e-05,1.308145382298216752e+00
6.030000000000000426e+01,-1.219139454198322342e-05,6.961998146700395379e-05,1.308144224312490334e+00
6.040000000000000568e+01,3.296809163867990729e-05,-1.979727327794389424e-05,1.308147355742206752e+00
6.050000000000000000e+01,-1.608216359682505120e-05,5.673077766879964373e-05,1.308145828198491900e+00
6.060000000000000142e+01,6.535538481053588047e-06,4.000696421956398408e-05,1.308146448967062669e+00
6.070000000000000284e+01,8.370248672318796393e-06,-3.748110073202148146e-05,1.308147244001898191e+00
6.080000000000000426e+01,-1.499754542671908122e-05,-1.637585162907358172e-06,1.308145819482037897e+00
6.090000000000000568e+01,2.214029418064959558e-05,-8.632866981737007117e-06,1.308147922445586975e+00
6.100000000000000000e+01,-1.710298983204809956e-05,7.479808569436571797e-06,1.308146297942549774e+00
6.110000000000000142e+01,-1.539672918355098306e-05,4.878916897989912099e-05,1.308144835506788617e+00
6.120000000000000284e+01,1.879643922088943681e-05,-4.237838204249749774e-06,1.308146620856181830e+00
6.130000000000000426e+01,2.952393577907385346e-05,-3.747588185514395126e-05,1.308149425140419098e+00
6.140000000000000568e+01,-2.522049768824007228e-05,-4.632425487485422599e-05,1.308147029608430323e+00
6.150000000000000000e+01,-1.230499692255349747e-05,-6.761146293656969397e-06,1.308145860834732055e+00
6.160000000000000142e+01,1.141324950184501377e-05,1.396280736533361821e-05,1.308146944907229825e+00
6.170000000000000284e+01,-2.115258579926952882e-05,-2.195620073795756522e-05,1.308144935757678873e+00
6.180000000000000426e+01,1.514997834515564856e-05,6.761468693818138004e-05,1.308146374758743180e+00
6.190000000000000568e+01,3.670804223153303729e-05,-5.071436988521652034e-05,1.308149861417521986e+00
6.200000000000000000e+01,-4.033649277239447807e-05,3.160207490120886531e-07,1.308146030109422986e+00
6.210000000000000142e+01,-1.161530192452398663e-06,5.949058767594841979e-06,1.308145919783042732e+00
6.220000000000000284e+01,-1.732512156521568564e-06,1.836745080484834813e-05,1.308145755222742901e+00
6.230000000000000426e+01,-2.766676316272916741e-07,5.453416913588429726e-05,1.308145728943862274e+00
6.240000000000000568e+01,-9.484416365617906464e-06,-3.246334831248382652e-05,1.308144828081740485e+00
6.250000000000000000e+01,2.140413807647954456e-05,-1.311702476150620328e-05,1.308146861121837201e+00
6.260000000000000142e+01,-1.434135455967216685e-06,2.006954691203145097e-05,1.308146724902552460e+00
6.270000000000000284e+01,6.581980276683689277e-06,3.849017736331974276e-05,1.308147350082040417e+00
6.280000000000000426e+01,-6.794446184959059346e-06,-3.533386819787407568e-05,1.308146704722616738e+00
6.290000000000000568e+01,2.930227725202140185e-06,-2.794820756575697868e-05,1.308146983045852307e+00
6.300000000000000000e+01,-8.714158013768463426e-06,-1.699102343816118882e-05,1.308146155344029005e+00
6.310000000000000142e+01,1.954054731332938860e-07,-3.539474353049954641e-05,1.308146173904348064e+00
6.320000000000000284e+01,1.043508981649087820e-05,-4.232366371345608336e-05,1.308147165068133555e+00
6.330000000000000426e+01,-2.704660571522707856e-05,3.344075326044190083e-05,1.308144596077144950e+00
6.340000000000000568e+01,-7.855513797424716269e-06,1.011348166940848753e-04,1.308143849931052483e+00
6.350000000000000000e+01,4.619105860565906815e-05,-6.908489210941635983e-06,1.308148237316677065e+00
6.360000000000000142e+01,3.895526201908288549e-06,-2.833538999947541465e-05,1.308148607327312085e+00
6.370000000000000284e+01,-1.849399117734664734e-05,9.795992664854771825e-06,1.308146850702134767e+00
6.380000000000000426e+01,1.116310230616680832e-05,-3.382866443368912762e-05,1.308147911012994102e+00
6.390000000000000568e+01,-3.492262776625060586e-05,-5.967991066536948441e-06,1.308144593935157696e+00
6.400000000000000000e+01,5.412623898295000971e-06,5.146553207070660857e-05,1.308145108045845939e+00
6.410000000000000853e+01,-3.014128868298378977e-06,1.373299182895644510e-05,1.308144821753414844e+00
6.420000000000000284e+01,3.697425741324236216e-05,-4.511109490422122309e-05,1.308148333695721144e+00
6.429999999999999716e+01,6.726478636151630650e-06,-9.023222372561701121e-06,1.308148972600885918e+00
6.440000000000000568e+01,-1.392898901061458139e-05,2.937793957064754879e-06,1.308147649574991078e+00
6.450000000000000000e+01,-1.616556260099731579e-05,-8.824281373396962447e-06,1.308146114111554903e+00
6.460000000000000853e+01,-3.641927439797893948e-06,-3.236413684159188120e-05,1.308145768188078595e+00
6.470000000000000284e+01,3.210801054113251313e-06,3.429491295724607786e-05,1.308146073161932099e+00
6.479999999999999716e+01,-1.921763752733298379e-05,4.033056029186139757e-05,1.308144247801258597e+00
6.490000000000000568e+01,1.807310594758118096e-05,-5.769867904808437947e-05,1.308145964447898990e+00
6.500000000000000000e+01,-1.916418026578006750e-06,4.677223379671510695e-05,1.308145782419472880e+00
6.510000000000000853e+01,1.276504541332032505e-07,-1.585163625119484498e-05,1.308145794544163243e+00
6.520000000000000284e+01,-3.024489084671564028e-05,1.175972361642518837e-04,1.308142921776585199e+00
6.529999999999999716e+01,5.665147493962084495e-05,-2.067245564128360885e-05,1.308148302715403277e+00
6.540000000000000568e+01,2.133159636939600812e-06,-7.704740024218250521e-05,1.308148505329933320e+00
6.550000000000000000e+01,-3.223882256110253627e-05,-9.097658030736248402e-06,1.308145443172951339e+00
6.560000000000000853e+01,2.029526719233144642e-05,-4.606787947799076410e-05,1.308147370889440220e+00
6.570000000000000284e+01,-1.730033238280317964e-05,5.218313299983935727e-05,1.308145727639973943e+00
6.579999999999999716e+01,2.292529444290584972e-06,2.838087452089205903e-05,1.308145945392500176e+00
6.590000000000000568e+01,3.217991341154520339e-05,-4.513110300362679905e-05,1.308149001951653956e+00
6.600000000000000000e+01,-2.622468389290371835e-05,5.150920394391550472e-06,1.308146511036976989e+00
6.610000000000000853e+01,5.836834329226315426e-06,-1.485596949700896535e-05,1.308147065440329548e+00
6.620000000000000284e+01,-3.147609931293125947e-05,1.938663666503550459e-05,1.308144075726939581e+00
6.629999999999999716e+01,8.553878089749469144e-06,3.687033232064977628e-05,1.308144888204527234e+00
6.640000000000000568e+01,2.204553552306236057e-05,-7.338492893360637481e-07,1.308146982165154348e+00
6.650000000000000000e+01,2.457202708061145650e-05,-7.790934469706876919e-05,1.308149316101105297e+00
6.660000000000000853e+01,-3.641568665545724844e-05,-1.341122613611120395e-05,1.308145857204773721e+00
6.670000000000000284e+01,4.303559200196337142e-06,-2.225437113277054652e-05,1.308146265972840228e+00
6.679999999999999716e+01,6.124375938744907807e-06,9.208375239991989369e-06,1.308146847689305892e+00
6.690000000000000568e+01,-7.510036836573140070e-06,7.164785529414560705e-05,1.308146134357730528e+00
6.700000000000000000e+01,-3.952241199784312792e-06,-1.198877672312602394e-05,1.308145758959883276e+00
6.710000000000000853e+01,-8.975097211034619923e-06,7.511065827625184460e-05,1.308144906473113656e+00
6.720000000000000284e+01,1.431476848783573043e-05,-2.980139785971336330e-05,1.308146266137586666e+00
6.729999999999999716e+01,7.735663199438325491e-06,-1.304128029862034605e-05,1.308147000897473378e+00
6.740000000000000568e+01,-2.539067246363612557e-06,1.807712734760123785e-05,1.308146759728028519e+00
6.750000000000000000e+01,5.009802966378981010e-06,1.425095893968584410e-05,1.308147235576273992e+00
6.760000000000000853e+01,-5.995807747934470133e-06,-1.329354860450399772e-05,1.308146666074187170e+00
6.770000000000000284e+01,-6.789348565082930706e-06,2.098378843095466406e-05,1.308146021198660858e+00
6.779999999999999716e+01,-7.626138707900577754e-06,8.663260822259523375e-06,1.308145296842489591e+00
6.790000000000000568e+01,2.115490502636895899e-05,-4.879419225617930012e-05,1.308147306205686755e+00
6.800000000000000000e+01,1.056378177334495357e-05,-7.500821635692336842e-06,1.308148309590531078e+00
6.810000000000000853e+01,-2.595872472007320318e-05,9.313781627467987434e-06,1.308145843939842345e+00
6.820000000000000284e+01,7.284212695565783768e-06,-1.873416163024853309e-05,1.308146535819640244e+00
6.829999999999999716e+01,6.027372375262815204e-06,-1.550778277525834831e-05,1.308147108320766749e+00
6.840000000000000568e+01,-3.277806103451469909e-05,5.993752183387594801e-05,1.308143994943443467e+00
6.850000000000000000e+01,3.241289183306432162e-05,-3.793383858564838146e-05,1.308147073629610579e+00
6.860000000000000853e+01,-5.913635483949502419e-06,-4.858902536607895284e-05,1.308146511931737477e+00
6.870000000000000284e+01,-2.520720768936978926e-05,3.595474029442942421e-05,1.308144117659060468e+00
6.879999999999999716e+01,9.309250080090846965e-06,6.647150871041257458e-05,1.308145001884540859e+00
6.890000000000000568e+01,1.903048019370463632e-05,-6.197429931484484122e-05,1.308146809463067717e+00
6.900000000000000000e+01,5.389543764542899587e-06,-3.893259363433720227e-05,1.308147321381016859e+00
6.910000000000000853e+01,-1.479641131331920455e-05,-7.367115447108781023e-06,1.308145915963731865e+00
6.920000000000000284e+01,2.228831010337990574e-05,-7.266650565141384577e-06,1.308148032989551401e+00
6.929999999999999716e+01,-1.900443482285673995e-05,1.228039723192957122e-05,1.308146227877850398e+00
6.940000000000000568e+01,-1.264629374763803077e-05,-1.948404541863776873e-05,1.308145026686604151e+00
6.950000000000000000e+01,2.386217379023256729e-07,7.910928834688711608e-06,1.308145049351783218e+00
6.960000000000000853e+01,1.285963226595404976e-05,9.711634055969108059e-06,1.308146270807170719e+00
6.970000000000000284e+01,1.895848290947273543e-06,7.255543658924411277e-05,1.308146450881798595e+00
6.979999999999999716e+01,1.000235771257684814e-05,-4.963996264992654589e-05,1.308147400940217864e+00
6.990000000000000568e+01,-9.689279251332786475e-07,-1.788243552981044759e-05,1.308147308907949169e+00
7.000000000000000000e+01,-1.421941899307980865e-05,4.297165739657916872e-05,1.308145958295540590e+00
7.010000000000000853e+01,1.054354349280871121e-05,4.332723262440163481e-05,1.308146959758421879e+00
7.020000000000000284e+01,6.700434164236789003e-06,-4.312080152975295011e-05,1.308147596188383943e+00
7.029999999999999716e+01,-6.309606139811869269e-06,-4.638429071741022314e-05,1.308146996879741231e+00
7.040000000000000568e+01,-5.936428512973547858e-05,8.882585750056345292e-05,1.308141358243430696e+00
7.050000000000000000e+01,5.562324655766022648e-05,-4.946107482117420573e-07,1.308146641526723331e+00
7.060000000000000853e+01,3.390483316793955343e-06,-9.811749790515460201e-06,1.308146963566327203e+00
7.070000000000000284e+01,1.280630819929960348e-05,-4.213337878593986785e-05,1.308148179953383616e+00
7.079999999999999716e+01,-4.244057475472117272e-06,-8.546522766604211507e-06,1.308147776837682130e+00
7.090000000000000568e+01,-3.340248991683873563e-05,6.797950157657207254e-05,1.308144604149745316e+00
7.100000000000000000e+01,2.537654776432599936e-05,-4.638564710312143707e-05,1.308147014499524641e+00
7.110000000000000853e+01,2.177271053484686886e-06,-5.002641032071826477e-05,1.308147221304384322e+00
7.120000000000000284e+01,-2.503643401967044560e-05,-1.183410557240634903e-05,1.308144843252157630e+00
7.129999999999999716e+01,1.282798224437955992e-05,1.142975264330995527e-05,1.308146061701323637e+00
7.140000000000000568e+01,1.686907540451084569e-06,2.191477338787072016e-05,1.308146221929985309e+00
7.150000000000000000e+01,5.876514348634141738e-06,-1.808148049512164207e-05,1.308146780102473539e+00
7.160000000000000853e+01,6.664661697563471071e-06,4.426479543835279418e-06,1.308147413136442783e+00
7.170000000000000284e+01,2.646504567008862649e-06,-1.246088856795852379e-05,1.308147664511108310e+00
7.179999999999999716e+01,-1.648977782560357916e-05,1.476600729902362297e-05,1.308146098251250722e+00
7.190000000000000568e+01,-4.084104939828213376e-06,-3.848775781875850982e-05,1.308145710328135314e+00
7.200000000000000000e+01,-2.755184708431329156e-05,3.985566452129746251e-05,1.308143093350673913e+00
7.210000000000000853e+01,3.156143254534420593e-05,3.955069925315468637e-06,1.308146091169668956e+00
7.220000000000000284e+01,2.544465022567788878e-05,-2.597352178928223621e-05,1.308148507994787657e+00
7.229999999999999716e+01,-3.870663789441839038e-05,2.727524403454018725e-05,1.308144831495051230e+00
7.240000000000000568e+01,5.292269995974636584e-06,-1.486753274187145590e-05,1.308145334173926866e+00
7.250000000000000000e+01,9.601026214781571352e-06,2.087224669218654821e-05,1.308146246114494815e+00
7.260000000000000853e+01,1.890810196123588437e-05,-5.771047913042531841e-05,1.308148042074108064e+00
7.270000000000000284e+01,-1.166150000070885484e-05,-3.366893054233301152e-06,1.308146934420707508e+00
7.279999999999999716e+01,-1.394968678817979160e-06,2.246991084499123242e-05,1.308146801921295843e+00
7.290000000000000568e+01,-1.151876429474692383e-05,-7.787782483050127713e-06,1.308145707826273485e+00
7.300000000000000000e+01,1.147835337729323502e-05,2.415257943028450982e-07,1.308146798083196227e+00
7.310000000000000853e+01,-1.160264069569841468e-05,3.159185187280762197e-05,1.308145696021008275e+00
7.320000000000000284e+01,6.576290842453310498e-06,-2.051212231868673741e-06,1.308146320661035311e+00
7.329999999999999716e+01,3.176692826777419154e-06,7.335841595816280925e-06,1.308146622394907643e+00
7.340000000000000568e+01,-3.374663098325812738e-06,-1.183922382045916183e-05,1.308146301857174620e+00
7.350000000000000000e+01,-1.188807979008105545e-05,3.925840695069050812e-05,1.308145172683893076e+00
7.360000000000000853e+01,7.884987651592340399e-06,5.115763600778682613e-05,1.308145921627867914e+00
7.370000000000000284e+01,-8.699557753978452712e-06,-1.682225157339546640e-05,1.308145095314542372e+00
7.379999999999999716e+01,2.867225425064352795e-05,-1.059539651084451944e-05,1.308147818703640386e+00
7.390000000000000568e+01,-1.620833159370451207e-05,3.960272980760987105e-05,1.308146279180073757e+00
7.400000000000000000e+01,2.544725463743706048e-05,-6.760926368837294476e-05,1.308148696245539533e+00
7.410000000000000853e+01,-2.196333832401079454e-05,-4.314793616256445974e-05,1.308146610089439665e+00
7.420000000000000284e+01,-7.510849608527046459e-06,-1.201378247261790377e-05,1.308145896681261355e+00
7.429999999999999716e+01,2.363602223774403759e-05,-4.401592440820591146e-06,1.308148141718796786e+00
7.440000000000000568e+01,-7.810837959834138547e-06,2.674349771586079227e-06,1.308147399816125045e+00
7.450000000000000000e+01,-1.004732073915355975e-06,1.172879227336488112e-05,1.308147304382917708e+00
7.460000000000000853e+01,-2.868243891818449305e-05,1.957108924685504320e-05,1.308144580019047432e+00
7.470000000000000284e+01,1.802930176075735920e-05,2.557328843751441316e-05,1.308146292507471831e+00
7.479999999999999716e+01,2.432514914168289882e-06,1.013534241842053291e-05,1.308146523556378504e+00
7.490000000000000568e+01,2.310249003444563541e-05,-3.025656566580086498e-05,1.308148717912428705e+00
7.500000000000000000e+01,-1.899545670640614969e-05,-4.997180986418547910e-05,1.308146913655074073e+00
7.510000000000000853e+01,-1.168965221769375541e-05,5.002582729427343389e-05,1.308145803327827927e+00
7.520000000000000284e+01,7.230717856766214618e-06,-5.664044065963394492e-06,1.308146490127531925e+00
7.529999999999999716e+01,-1.426616635295547414e-05,-2.984858860115204710e-05,1.308145135075298171e+00
7.540000000000000568e+01,-1.752309685240259138e-05,3.852346355149791068e-06,1.308143470666562669e+00
7.550000000000000000e+01,2.534747361900035502e-05,3.246628621886467336e-05,1.308145878263394346e+00
7.560000000000000853e+01,-5.166166795253198177e-06,2.931233818397483565e-05,1.308145387562242634e+00
7.570000000000000284e+01,3.068408172775412800e-05,-3.907307625905520609e-05,1.308148302044453981e+00
7.579999999999999716e+01,-2.926168986932468734e-05,1.726218303323579645e-05,1.308145522662442994e+00
7.590000000000000568e+01,7.305683714203294044e-06,-1.361963412715647137e-05,1.308146216582469101e+00
7.600000000000000000e+01,-2.628269043119559056e-06,-1.212130329522175670e-05,1.308145966939938232e+00
7.610000000000000853e+01,1.296099603007570301e-05,-5.001925455040863444e-06,1.308147198022915347e+00
7.620000000000000284e+01,-1.924384802727378829e-06,7.682296736110684476e-06,1.308147015237745014e+00
7.629999999999999716e+01,-4.046032961637279976e-06,-2.608914574464028802e-05,1.308146630930709708e+00
7.640000000000000568e+01,-2.596575033900032359e-05,3.506897126265458298e-05,1.308144164606774407e+00
7.650000000000000000e+01,3.249193242523852609e-06,2.535539435235059647e-05,1.308144473226898752e+00
7.660000000000000853e+01,7.157106431794624246e-06,-2.863364298922883161e-05,1.308145153034209862e+00
7.670000000000000284e+01,-1.625136610400508032e-05,7.885995862564297576e-06,1.308143609420513220e+00
7.680000000000001137e+01,1.402342978927399210e-05,5.962426965164333709e-05,1.308144941416380602e+00
7.690000000000000568e+01,-7.080025314160727154e-06,-7.783386547725174021e-06,1.308144268931379584e+00
7.700000000000000000e+01,4.727354475047196476e-05,-1.731710196274920815e-05,1.308148759136086303e+00
7.710000000000000853e+01,-2.971443047003214516e-05,-2.444501715030949346e-05,1.308145936754952610e+00
7.720000000000000284e+01,1.076595074346944902e-05,-1.117314435551079038e-05,1.308146959343572835e+00
7.730000000000001137e+01,8.574319791161124846e-06,3.915216532202059341e-06,1.308147773763585153e+00
7.740000000000000568e+01,-6.362969249044730588e-06,1.092956969250130639e-05,1.308147169385745601e+00
7.750000000000000000e+01,6.961554957886709194e-07,5.192375450685168814e-05,1.308147235509087514e+00
7.760000000000000853e+01,-9.805879907201454568e-06,4.439626260680559072e-05,1.308146304113119163e+00
7.770000000000000284e+01,-4.375354493128249742e-06,-1.248550204218344672e-05,1.308145888527635137e+00
7.780000000000001137e+01,3.013712513859172215e-06,1.107107216563336244e-05,1.308146174780026039e+00
7.790000000000000568e+01,2.229753071582036422e-05,-8.392013786805412739e-05,1.308148292672740798e+00
7.800000000000000000e+01,-2.001986680283331273e-05,-3.313985419324018411e-05,1.308146391114755502e+00
7.810000000000000853e+01,5.472396893718917479e-06,2.989368953898018794e-05,1.308146910902967308e+00
7.820000000000000284e+01,-7.845958248299100130e-06,3.962381910640848381e-06,1.308146165665982519e+00
7.830000000000001137e+01,1.048371586953762702e-05,8.363526874811955114e-06,1.308147161446436169e+00
7.840000000000000568e+01,6.628871929208798169e-06,-5.776262188398727931e-05,1.308147791080032096e+00
7.850000000000000000e+01,-3.051843128617105078e-05,4.105339473297730385e-05,1.308144892326733588e+00
7.860000000000000853e+01,-1.668178406024354091e-06,2.477552462225134089e-06,1.308144733877222965e+00
7.870000000000000284e+01,8.578097063092343655e-06,-6.227230228505152565e-05,1.308145548655309520e+00
7.880000000000001137e+01,2.603312962170829109e-06,-3.672603183201006427e-08,1.308145795927726951e+00
7.890000000000000568e+01,4.905470402368026367e-06,3.006995811577744399e-05,1.308146261867696669e+00
7.900000000000000000e+01,-2.735189761533395221e-05,7.674915400588712411e-05,1.308143663884721253e+00
7.910000000000000853e+01,4.024710876621433349e-05,2.966948356367040546e-05,1.308147486692407657e+00
7.920000000000000284e+01,2.235708488400106261e-05,-2.441799939337675057e-05,1.308149610243045435e+00
7.930000000000001137e+01,-3.074136614004312554e-05,-3.065985936290000630e-05,1.308146690323102268e+00
7.940000000000000568e+01,-2.655727106045877028e-05,2.212371166473124651e-05,1.308144167820821657e+00
7.950000000000000000e+01,2.493394360070428674e-05,3.448197059097764944e-05,1.308146536132054560e+00
7.960000000000000853e+01,2.174609143222724569e-05,-2.624351381675868455e-05,1.308148601648221332e+00
7.970000000000000284e+01,-3.208252466751961712e-05,-3.973048974335174899e-05,1.308145554340702121e+00
7.980000000000001137e+01,6.826900711859621926e-06,-2.020696522934527922e-05,1.308146202783779355e+00
7.990000000000000568e+01,6.097742683285794010e-06,-4.053451322238305066e-05,1.308146781969273587e+00
