time_s,x_m,y_m,theta_rad
5.780000000000000426e+01,4.875335659958014212e+00,3.608039567626714295e+00,6.758080729341956472e-01
5.790000000000000568e+01,4.875333974059318898e+00,3.608038215954754158e+00,6.758132398671496954e-01
5.800000000000000000e+01,4.875336542375324989e+00,3.608040275127997631e+00,6.758130841134721845e-01
5.810000000000000142e+01,4.875335222980380578e+00,3.608039217290140321e+00,6.758115955054539992e-01
5.820000000000000284e+01,4.875337143045420873e+00,3.608040756716451192e+00,6.758125756978946574e-01
5.830000000000000426e+01,4.875335117790132067e+00,3.608039132949821148e+00,6.758087716284272295e-01
5.840000000000000568e+01,4.875334479412375188e+00,3.608038621128706769e+00,6.758083395950723604e-01
5.850000000000000000e+01,4.875335192162197906e+00,3.608039192577322751e+00,6.758076354716381351e-01
5.860000000000000142e+01,4.875336632798883407e+00,3.608040347609041021e+00,6.758014866703979662e-01
5.870000000000000284e+01,4.875334537138716229e+00,3.608038667432844182e+00,6.758042231981150616e-01
5.880000000000000426e+01,4.875334480426761097e+00,3.608038621964302806e+00,6.758081064706054075e-01
5.890000000000000568e+01,4.875335445040207105e+00,3.608039395344720734e+00,6.758093007110890227e-01
5.900000000000000000e+01,4.875336143696052282e+00,3.608039955494564577e+00,6.758143785129281378e-01
5.910000000000000142e+01,4.875337067079596132e+00,3.608040695828354849e+00,6.758127488463185895e-01
5.920000000000000284e+01,4.875336283844848850e+00,3.608040067862633649e+00,6.758112725504349383e-01
5.930000000000000426e+01,4.875335880280056600e+00,3.608039744301798635e+00,6.758087699841052176e-01
5.940000000000000568e+01,4.875334907650625382e+00,3.608038964493491818e+00,6.758049203388617476e-01
5.950000000000000000e+01,4.875335806012023987e+00,3.608039684751518816e+00,6.758074475205942955e-01
5.960000000000000142e+01,4.875335981636995442e+00,3.608039825558938318e+00,6.758062676574784211e-01
5.970000000000000284e+01,4.875334944964721196e+00,3.608038994408367728e+00,6.758102079814384266e-01
5.980000000000000426e+01,4.875333972869028365e+00,3.608038215025690665e+00,6.758129810200731447e-01
5.990000000000000568e+01,4.875334404776744179e+00,3.608038561311871284e+00,6.758064552708032968e-01
6.000000000000000000e+01,4.875334788054022539e+00,3.608038868604020344e+00,6.758063922838006832e-01
6.010000000000000142e+01,4.875336570467778685e+00,3.608040297652162831e+00,6.758038556529724072e-01
6.020000000000000284e+01,4.875335280444855535e+00,3.608039263383170159e+00,6.758033731881794015e-01
6.030000000000000426e+01,4.875334597560492256e+00,3.608038715884818615e+00,6.758011245613131379e-01
6.040000000000000568e+01,4.875333646380477504e+00,3.608037953285586852e+00,6.758080865594597864e-01
6.050000000000000000e+01,4.875336218556674872e+00,3.608040015532001377e+00,6.758061068321319365e-01
6.060000000000000142e+01,4.875334963821504886e+00,3.608039009550136011e+00,6.758117799098988243e-01
6.070000000000000284e+01,4.875335473723835022e+00,3.608039418368245155e+00,6.758157806063207484e-01
6.080000000000000426e+01,4.875336126768051948e+00,3.608039941955753616e+00,6.758120324962475500e-01
6.090000000000000568e+01,4.875334956660672070e+00,3.608039003812689938e+00,6.758118687377312472e-01
6.100000000000000000e+01,4.875336684045005420e+00,3.608040388756597938e+00,6.758110054510331199e-01
6.110000000000000142e+01,4.875335349669910556e+00,3.608039318912815485e+00,6.758117534318900388e-01
6.120000000000000284e+01,4.875334148417975300e+00,3.608038355799902508e+00,6.758166323487880822e-01
6.130000000000000426e+01,4.875335614909357851e+00,3.608039531582321935e+00,6.758162085649676021e-01
6.140000000000000568e+01,4.875337918356921207e+00,3.608041378405855149e+00,6.758124609767820479e-01
6.150000000000000000e+01,4.875335950656241479e+00,3.608039800784521578e+00,6.758078285512945094e-01
6.160000000000000142e+01,4.875334990618060083e+00,3.608039031072768132e+00,6.758071524366651150e-01
6.170000000000000284e+01,4.875335881082421885e+00,3.608039745002639798e+00,6.758085487174017025e-01
6.180000000000000426e+01,4.875334230754639897e+00,3.608038421848426047e+00,6.758063530973279498e-01
6.190000000000000568e+01,4.875335412760207099e+00,3.608039369519929540e+00,6.758131145660217776e-01
6.200000000000000000e+01,4.875338276716449037e+00,3.608041665725122193e+00,6.758080431290333090e-01
6.210000000000000142e+01,4.875335129656214406e+00,3.608039142564728241e+00,6.758080747311081549e-01
6.220000000000000284e+01,4.875335039033427798e+00,3.608039069907764684e+00,6.758086696369849378e-01
6.230000000000000426e+01,4.875334903862593272e+00,3.608038961534200784e+00,6.758105063820654124e-01
6.240000000000000568e+01,4.875334882276979087e+00,3.608038944227813793e+00,6.758159597989790157e-01
6.250000000000000000e+01,4.875334142305849383e+00,3.608038350945196093e+00,6.758127134641477296e-01
6.260000000000000142e+01,4.875335812254199652e+00,3.608039689841672892e+00,6.758114017616715374e-01
6.270000000000000284e+01,4.875335700363001123e+00,3.608039600132114888e+00,6.758134087163627512e-01
6.280000000000000426e+01,4.875336213888046721e+00,3.608040011856138207e+00,6.758172577340990639e-01
6.290000000000000568e+01,4.875335683788081020e+00,3.608039586839649093e+00,6.758137243472792655e-01
6.300000000000000000e+01,4.875335912403920169e+00,3.608039770134884527e+00,6.758109295265226635e-01
6.310000000000000142e+01,4.875335232525358720e+00,3.608039225037975584e+00,6.758092304241788417e-01
6.320000000000000284e+01,4.875335247770913760e+00,3.608039237261152277e+00,6.758056909498257880e-01
6.330000000000000426e+01,4.875336061919985475e+00,3.608039890003279293e+00,6.758014585834544175e-01
6.340000000000000568e+01,4.875333951727927939e+00,3.608038198176370948e+00,6.758048026587805124e-01
6.350000000000000000e+01,4.875333338837772423e+00,3.608037706794006816e+00,6.758149161404499727e-01
6.360000000000000142e+01,4.875336942652400474e+00,3.608040596198630379e+00,6.758142252915289028e-01
6.370000000000000284e+01,4.875337246580531136e+00,3.608040839876564210e+00,6.758113917525289116e-01
6.380000000000000426e+01,4.875335803679972990e+00,3.608039683020879629e+00,6.758123713517953934e-01
6.390000000000000568e+01,4.875336674624148436e+00,3.608040381307907829e+00,6.758089884853519802e-01
6.400000000000000000e+01,4.875333949956675461e+00,3.608038196797330066e+00,6.758083916862452911e-01
6.410000000000000853e+01,4.875334372250422099e+00,3.608038535372234623e+00,6.758135382394523383e-01
6.420000000000000284e+01,4.875334137088596087e+00,3.608038346828755127e+00,6.758149115386352657e-01
6.429999999999999716e+01,4.875337021810753235e+00,3.608040659691740704e+00,6.758104004291448641e-01
6.440000000000000568e+01,4.875337546610802875e+00,3.608041080453022076e+00,6.758094981069076024e-01
6.450000000000000000e+01,4.875336459869907380e+00,3.608040209154236067e+00,6.758097918863033016e-01
6.460000000000000853e+01,4.875335198631648659e+00,3.608039197950895005e+00,6.758089094581659628e-01
6.470000000000000284e+01,4.875334914488028915e+00,3.608038970137905643e+00,6.758056730444818028e-01
6.479999999999999716e+01,4.875335164995766135e+00,3.608039170981894639e+00,6.758091025357775283e-01
6.490000000000000568e+01,4.875333665633592162e+00,3.608037968863351264e+00,6.758131355918066685e-01
6.500000000000000000e+01,4.875335075694728459e+00,3.608039099393836935e+00,6.758073657239018761e-01
6.510000000000000853e+01,4.875334926175376893e+00,3.608038979516632772e+00,6.758120429472815882e-01
6.520000000000000284e+01,4.875334936134655628e+00,3.608038987501565487e+00,6.758104577836564486e-01
6.529999999999999716e+01,4.875332576427540587e+00,3.608037095593387811e+00,6.758222175072728932e-01
6.540000000000000568e+01,4.875336996335311923e+00,3.608040639364178848e+00,6.758201502617087186e-01
6.550000000000000000e+01,4.875337162763185184e+00,3.608040772801293095e+00,6.758124455216845128e-01
6.560000000000000853e+01,4.875334647493478002e+00,3.608038756161736860e+00,6.758115357558814873e-01
6.570000000000000284e+01,4.875336230929346648e+00,3.608040025692970776e+00,6.758069289679337066e-01
6.579999999999999716e+01,4.875334881153176703e+00,3.608038943510316621e+00,6.758121472812337327e-01
6.590000000000000568e+01,4.875335060016136701e+00,3.608039086915176608e+00,6.758149853686857833e-01
6.600000000000000000e+01,4.875337570684645350e+00,3.608041099876157176e+00,6.758104722583854196e-01
6.610000000000000853e+01,4.875335524634197171e+00,3.608039459443891595e+00,6.758109873504248855e-01
6.620000000000000284e+01,4.875335980023959515e+00,3.608039824555537844e+00,6.758095017534752058e-01
6.629999999999999716e+01,4.875333524256047824e+00,3.608037855633944524e+00,6.758114404171416956e-01
6.640000000000000568e+01,4.875334191629297820e+00,3.608038390705200715e+00,6.758151274503737538e-01
6.650000000000000000e+01,4.875335911616073048e+00,3.608039769727266588e+00,6.758150540654448424e-01
6.660000000000000853e+01,4.875337828719155553e+00,3.608041306789698588e+00,6.758072631309751666e-01
6.670000000000000284e+01,4.875334987559124755e+00,3.608039028888905264e+00,6.758059220083615370e-01
6.679999999999999716e+01,4.875335323324138770e+00,3.608039298087852842e+00,6.758036965712482802e-01
6.690000000000000568e+01,4.875335801150687765e+00,3.608039681182613201e+00,6.758046174087722902e-01
6.700000000000000000e+01,4.875335215214688489e+00,3.608039211410820180e+00,6.758117821943017134e-01
6.710000000000000853e+01,4.875334906861062301e+00,3.608038964185930730e+00,6.758105833166293541e-01
6.720000000000000284e+01,4.875334206623831435e+00,3.608038402766729380e+00,6.758180943824569908e-01
6.729999999999999716e+01,4.875335323455576741e+00,3.608039298206744405e+00,6.758151142426710445e-01
6.740000000000000568e+01,4.875335926989953883e+00,3.608039782098372061e+00,6.758138101146411447e-01
6.750000000000000000e+01,4.875335728892398635e+00,3.608039623271474650e+00,6.758156178273758696e-01
6.760000000000000853e+01,4.875336119755730557e+00,3.608039936651616930e+00,6.758170429232698284e-01
6.770000000000000284e+01,4.875335651965134964e+00,3.608039561592869315e+00,6.758157135684094152e-01
6.779999999999999716e+01,4.875335122262227650e+00,3.608039136896072030e+00,6.758178119472525447e-01
6.790000000000000568e+01,4.875334527274209684e+00,3.608038659853962660e+00,6.758186782733347497e-01
6.800000000000000000e+01,4.875336177769533208e+00,3.608039983169969211e+00,6.758137988541090824e-01
6.810000000000000853e+01,4.875337001953835347e+00,3.608040643968796868e+00,6.758130487719454793e-01
6.820000000000000284e+01,4.875334976657711650e+00,3.608039020167853383e+00,6.758139801501081845e-01
6.829999999999999716e+01,4.875335544970557322e+00,3.608039475819096342e+00,6.758121067339452059e-01
6.840000000000000568e+01,4.875336015225673947e+00,3.608039852850000617e+00,6.758105559556676356e-01
6.850000000000000000e+01,4.875333457880760335e+00,3.608037802484217238e+00,6.758165497078509887e-01
6.860000000000000853e+01,4.875335986723013271e+00,3.608039830022731653e+00,6.758127563239924029e-01
6.870000000000000284e+01,4.875335525341879972e+00,3.608039460106124530e+00,6.758078974214557499e-01
6.879999999999999716e+01,4.875333558670889467e+00,3.608037883325097006e+00,6.758114928954851441e-01
6.890000000000000568e+01,4.875334284978203314e+00,3.608038465647221305e+00,6.758181400463562083e-01
6.900000000000000000e+01,4.875335769727583646e+00,3.608039656071953427e+00,6.758119426164247434e-01
6.910000000000000853e+01,4.875336190219417887e+00,3.608039993204623652e+00,6.758080493570612912e-01
6.920000000000000284e+01,4.875335035800819838e+00,3.608039067647721865e+00,6.758073126455166335e-01
6.929999999999999716e+01,4.875336774739698065e+00,3.608040461842560997e+00,6.758065859804601727e-01
6.940000000000000568e+01,4.875335292008630361e+00,3.608039273064191477e+00,6.758078140201834172e-01
6.950000000000000000e+01,4.875334305342394536e+00,3.608038482003387504e+00,6.758058656156415989e-01
6.960000000000000853e+01,4.875334323959736871e+00,3.608038496929803607e+00,6.758066567085250220e-01
6.970000000000000284e+01,4.875335327271614894e+00,3.608039301334363014e+00,6.758076278719306051e-01
6.979999999999999716e+01,4.875335475186079570e+00,3.608039419924912394e+00,6.758148834155894846e-01
6.990000000000000568e+01,4.875336255567501276e+00,3.608040045605689361e+00,6.758099194193244452e-01
7.000000000000000000e+01,4.875336179971688111e+00,3.608039984996397109e+00,6.758081311757714316e-01
7.010000000000000853e+01,4.875335070570204543e+00,3.608039095531887508e+00,6.758124283415111178e-01
7.020000000000000284e+01,4.875335893176423241e+00,3.608039755063617626e+00,6.758167610647735080e-01
7.029999999999999716e+01,4.875336415941816881e+00,3.608040174199064865e+00,6.758124489846205618e-01
7.040000000000000568e+01,4.875335923666979099e+00,3.608039779513391832e+00,6.758078105555488380e-01
7.050000000000000000e+01,4.875331292054187138e+00,3.608036066112466411e+00,6.758166931412988854e-01
7.060000000000000853e+01,4.875335631759533328e+00,3.608039545539586168e+00,6.758166436802240939e-01
7.070000000000000284e+01,4.875335896283811365e+00,3.608039757626071431e+00,6.758156625052450517e-01
7.079999999999999716e+01,4.875336895428117323e+00,3.608040558704065592e+00,6.758114491673664626e-01
7.090000000000000568e+01,4.875336564306913978e+00,3.608040293225277306e+00,6.758105945150898464e-01
7.100000000000000000e+01,4.875333958244127963e+00,3.608038203799498689e+00,6.758173924652475240e-01
7.110000000000000853e+01,4.875335938111990508e+00,3.608039791192018342e+00,6.758127539005371887e-01
7.120000000000000284e+01,4.875336107982418454e+00,3.608039927387209911e+00,6.758077512595050962e-01
7.129999999999999716e+01,4.875334154634991535e+00,3.608038361288836260e+00,6.758065678489478811e-01
7.140000000000000568e+01,4.875335155477597660e+00,3.608039163713513187e+00,6.758077108242122044e-01
7.150000000000000000e+01,4.875335287090454273e+00,3.608039269234252444e+00,6.758099023015510243e-01
7.160000000000000853e+01,4.875335745576450108e+00,3.608039636827506502e+00,6.758080941535015151e-01
7.170000000000000284e+01,4.875336265554502724e+00,3.608040053720754869e+00,6.758085368014559169e-01
7.179999999999999716e+01,4.875336472035170843e+00,3.608040219267116377e+00,6.758072907125991513e-01
7.190000000000000568e+01,4.875335185499038992e+00,3.608039187786379998e+00,6.758087673133290618e-01
7.200000000000000000e+01,4.875334866856641192e+00,3.608038932313966995e+00,6.758049185375472057e-01
7.210000000000000853e+01,4.875332717251319004e+00,3.608037208875620294e+00,6.758089041039992972e-01
7.220000000000000284e+01,4.875335179678116582e+00,3.608039183133584071e+00,6.758092996109917872e-01
7.229999999999999716e+01,4.875337164872186158e+00,3.608040774770087111e+00,6.758067022588128969e-01
7.240000000000000568e+01,4.875334144970268291e+00,3.608038353565721668e+00,6.758094297832163422e-01
7.250000000000000000e+01,4.875334557873642005e+00,3.608038684612578262e+00,6.758079430299421819e-01
7.260000000000000853e+01,4.875335306947449432e+00,3.608039285183535227e+00,6.758100302546113936e-01
7.270000000000000284e+01,4.875336782158527171e+00,3.608040467941106666e+00,6.758042592066983989e-01
7.279999999999999716e+01,4.875335872323493192e+00,3.608039738485121717e+00,6.758039225173929632e-01
7.290000000000000568e+01,4.875335763487433027e+00,3.608039651226379263e+00,6.758061695084774945e-01
7.300000000000000000e+01,4.875334864790074718e+00,3.608038930697152757e+00,6.758053907302291607e-01
7.310000000000000853e+01,4.875335760335120838e+00,3.608039648697871637e+00,6.758054148828085417e-01
7.320000000000000284e+01,4.875334855093153230e+00,3.608038922922637060e+00,6.758085740679957709e-01
7.329999999999999716e+01,4.875335368176298978e+00,3.608039334288287492e+00,6.758083689467725419e-01
7.340000000000000568e+01,4.875335616022365315e+00,3.608039532999385735e+00,6.758091025309320710e-01
7.350000000000000000e+01,4.875335352730783001e+00,3.608039321904495278e+00,6.758079186085500512e-01
7.360000000000000853e+01,4.875334425220621881e+00,3.608038578271983710e+00,6.758118444492451360e-01
7.370000000000000284e+01,4.875335040406865161e+00,3.608039071502344264e+00,6.758169602128458742e-01
7.379999999999999716e+01,4.875334361670697447e+00,3.608038527314632482e+00,6.758152779876885896e-01
7.390000000000000568e+01,4.875336598672022070e+00,3.608040320860480765e+00,6.758142184480374626e-01
7.400000000000000000e+01,4.875335334101412066e+00,3.608039306976215777e+00,6.758181787210182367e-01
7.410000000000000853e+01,4.875337319484543741e+00,3.608040898793260620e+00,6.758114177946493717e-01
7.420000000000000284e+01,4.875335605905675607e+00,3.608039524919261609e+00,6.758071030010330826e-01
7.429999999999999716e+01,4.875335019907431011e+00,3.608039055095170866e+00,6.758059016227858651e-01
7.440000000000000568e+01,4.875336863997193682e+00,3.608040533590493038e+00,6.758054614635418123e-01
7.450000000000000000e+01,4.875336254592985696e+00,3.608040045002314677e+00,6.758057288985189759e-01
7.460000000000000853e+01,4.875336176203467708e+00,3.608039982153695924e+00,6.758069017777462717e-01
7.470000000000000284e+01,4.875333938392509836e+00,3.608038187989506707e+00,6.758088588866709712e-01
7.479999999999999716e+01,4.875335345040872959e+00,3.608039315773885036e+00,6.758114162155147708e-01
7.490000000000000568e+01,4.875335534825599559e+00,3.608039467935133970e+00,6.758124297497566380e-01
7.500000000000000000e+01,4.875337337279581185e+00,3.608040913068381261e+00,6.758094040931900137e-01
7.510000000000000853e+01,4.875335855252337147e+00,3.608039724847440510e+00,6.758044069122035591e-01
7.520000000000000284e+01,4.875334943220964057e+00,3.608038993630329205e+00,6.758094094949329556e-01
7.529999999999999716e+01,4.875335507362220433e+00,3.608039445932717193e+00,6.758088430905263566e-01
7.540000000000000568e+01,4.875334394314135622e+00,3.608038553543236659e+00,6.758058582316662788e-01
7.550000000000000000e+01,4.875333027156653287e+00,3.608037457427525574e+00,6.758062434663018037e-01
7.560000000000000853e+01,4.875335004773840630e+00,3.608039042979306554e+00,6.758094900949236372e-01
7.570000000000000284e+01,4.875334601709069737e+00,3.608038719820546802e+00,6.758124213287420856e-01
7.579999999999999716e+01,4.875336995678099861e+00,3.608040639206125277e+00,6.758085140211161912e-01
7.590000000000000568e+01,4.875334712676790971e+00,3.608038808804540309e+00,6.758102402394194907e-01
7.600000000000000000e+01,4.875335282666510395e+00,3.608039265796733730e+00,6.758088782760067748e-01
7.610000000000000853e+01,4.875335077608636603e+00,3.608039101390986048e+00,6.758076661456772216e-01
7.620000000000000284e+01,4.875336088828123415e+00,3.608039912137142480e+00,6.758071659531317277e-01
7.629999999999999716e+01,4.875335938687178405e+00,3.608039791761624482e+00,6.758079341828053810e-01
7.640000000000000568e+01,4.875335623014950492e+00,3.608039538670985369e+00,6.758053252682308942e-01
7.650000000000000000e+01,4.875333597158144627e+00,3.608037914446213801e+00,6.758088321653571429e-01
7.660000000000000853e+01,4.875333850660610757e+00,3.608038117692534907e+00,6.758113677047923318e-01
7.670000000000000284e+01,4.875334409057820118e+00,3.608038565391407992e+00,6.758085043404934433e-01
7.680000000000001137e+01,4.875333141123857850e+00,3.608037548822438545e+00,6.758092929400797422e-01
7.690000000000000568e+01,4.875334235233211189e+00,3.608038426028545409e+00,6.758152553670448981e-01
7.700000000000000000e+01,4.875333682851589856e+00,3.608037983149184225e+00,6.758144770283901481e-01
7.710000000000000853e+01,4.875337371122809849e+00,3.608040940265303753e+00,6.758127453181939082e-01
7.720000000000000284e+01,4.875335052806478053e+00,3.608039081533702230e+00,6.758103008164788594e-01
7.730000000000001137e+01,4.875335892766321066e+00,3.608039754975916669e+00,6.758091835020433313e-01
7.740000000000000568e+01,4.875336561735641894e+00,3.608040291324354332e+00,6.758095750236965404e-01
7.750000000000000000e+01,4.875336065296275834e+00,3.608039893302077861e+00,6.758106679806658024e-01
7.760000000000000853e+01,4.875336119610334862e+00,3.608039936848693063e+00,6.758158603561165156e-01
7.770000000000000284e+01,4.875335354558661294e+00,3.608039323457509440e+00,6.758202999823772483e-01
7.780000000000001137e+01,4.875335013196091971e+00,3.608039049762669315e+00,6.758190514321730236e-01
7.790000000000000568e+01,4.875335248324395465e+00,3.608039238281401051e+00,6.758201585393895927e-01
7.800000000000000000e+01,4.875336987964750790e+00,3.608040633075362269e+00,6.758117665256028195e-01
7.810000000000000853e+01,4.875335426015897866e+00,3.608039380770907467e+00,6.758084525401835130e-01
7.820000000000000284e+01,4.875335852973122108e+00,3.608039723084807360e+00,6.758114419091374447e-01
7.830000000000001137e+01,4.875335240831752515e+00,3.608039232296103016e+00,6.758118381473284808e-01
7.840000000000000568e+01,4.875336058770613157e+00,3.608039888084944469e+00,6.758126745000159197e-01
7.850000000000000000e+01,4.875336575954442253e+00,3.608040302741811534e+00,6.758068982378274692e-01
7.860000000000000853e+01,4.875334194898900186e+00,3.608038393731338722e+00,6.758110035773007285e-01
7.870000000000000284e+01,4.875334064747637974e+00,3.608038289381730213e+00,6.758112513325469362e-01
7.880000000000001137e+01,4.875334734010552395e+00,3.608038825967831098e+00,6.758050241023184634e-01
7.890000000000000568e+01,4.875334937121977852e+00,3.608038988811721914e+00,6.758050204297152419e-01
7.900000000000000000e+01,4.875335319848566051e+00,3.608039295661453316e+00,6.758080274255268138e-01
7.910000000000000853e+01,4.875333185848694129e+00,3.608037584723821745e+00,6.758157023409273600e-01
7.920000000000000284e+01,4.875336325915889724e+00,3.608040102317046749e+00,6.758186692892836911e-01
7.930000000000001137e+01,4.875338070204708885e+00,3.608041500833746529e+00,6.758162274893443344e-01
7.940000000000000568e+01,4.875335671773673774e+00,3.608039577855719493e+00,6.758131615034080886e-01
7.950000000000000000e+01,4.875333599779234639e+00,3.608037916613561880e+00,6.758153738745745764e-01
7.960000000000000853e+01,4.875335545118449687e+00,3.608039476315703986e+00,6.758188220716336847e-01
7.970000000000000284e+01,4.875337241737651262e+00,3.608040836612807833e+00,6.758161977202520321e-01
7.980000000000001137e+01,4.875334738669820034e+00,3.608038829740783271e+00,6.758122246712776615e-01
7.990000000000000568e+01,4.875335271304024332e+00,3.608039256784736359e+00,6.758102039747547751e-01
8.000000000000000000e+01,4.875335747050153046e+00,3.608039638216617107e+00,6.758061505234325139e-01
